('Net Interest Income', '-211,000', '-215,000', '89,000', '76,000', '-2,733,000')
         527744 function calls (508845 primitive calls) in 1.498 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3822    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    40/10    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      151    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1261    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       21    0.010    0.000    0.010    0.000 {built-in method _imp.create_dynamic}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       95    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      196    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1261    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _scproxy._get_proxies}
        1    0.003    0.003    0.003    0.003 {built-in method _scproxy._get_proxy_settings}
        1    0.001    0.001    0.001    0.001 {built-in method _socket.getaddrinfo}
        1    0.032    0.032    0.032    0.032 {built-in method _socket.gethostbyname}
       67    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      189    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1686    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      951    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      411    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      489    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
      504    0.007    0.000    0.078    0.000 {built-in method builtins.__build_class__}
    40/18    0.000    0.000    0.138    0.008 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      411    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       58    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      731    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    166/1    0.001    0.000    1.498    1.498 {built-in method builtins.exec}
     1653    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
7377/6423    0.002    0.000    0.027    0.000 {built-in method builtins.hasattr}
1273/1203    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
    51223    0.006    0.000    0.008    0.000 {built-in method builtins.isinstance}
      108    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
51349/46644    0.005    0.000    0.006    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     2421    0.000    0.000    0.000    0.000 {built-in method builtins.max}
    10299    0.002    0.000    0.002    0.000 {built-in method builtins.min}
     2554    0.000    0.000    0.005    0.000 {built-in method builtins.next}
     7621    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      870    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        9    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      473    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      875    0.001    0.000    0.001    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      151    0.013    0.000    0.013    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      482    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       92    0.002    0.000    0.002    0.000 {built-in method posix.getcwd}
       17    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      851    0.004    0.000    0.004    0.000 {built-in method posix.stat}
       22    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       23    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x10c1b2830}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x10c1b28c0}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10bcf2f80}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x10bd27cb0}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x10bd27d40}
       95    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      775    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      775    0.000    0.000    0.001    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     3928    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
       11    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    58901    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.055    0.055    0.055    0.055 {method 'connect' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
     2914    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
      302    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.058    0.058    0.058    0.058 {method 'do_handshake' of '_ssl._SSLSocket' objects}
  188/186    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     6391    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
     4383    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      745    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
     3647    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       34    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      818    0.002    0.000    0.002    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
      137    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
    11810    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      255    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
     5365    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      168    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      165    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      870    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      169    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
     2008    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
   196/10    0.001    0.000    0.388    0.039 {method 'join' of 'bytes' objects}
3390/3322    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      980    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.006    0.006    0.006    0.006 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
     6088    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
    12059    0.009    0.000    0.009    0.000 {method 'match' of 're.Pattern' objects}
       18    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       36    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       43    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     1349    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      186    0.001    0.000    0.386    0.002 {method 'read' of '_io.BufferedReader' objects}
      151    0.002    0.000    0.002    0.000 {method 'read' of '_io.FileIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      775    1.031    0.001    1.031    0.001 {method 'read' of '_ssl._SSLSocket' objects}
       86    0.000    0.000    0.651    0.008 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       26    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       17    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       65    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
     1685    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     5008    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     3721    0.003    0.000    0.003    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       17    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       61    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       70    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      152    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     2487    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
     7587    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
     1392    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      330    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
      266    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       66    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       56    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      163    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'version' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}


